00014150	2016-12-19 23:19:27.8758040	+29.7969281	IRP_MJ_WRITE	DOWN	23 54 30 30 30 30 30 30 30 30 0a 	#T00000000.
00014154	2016-12-19 23:19:27.9019905	+0.0157574	IRP_MJ_WRITE	DOWN	23 53 00 00 00 00 01 ec 3d 00 0a 	#S......=..
00014158	2016-12-19 23:19:27.9333408	+0.0292744	IRP_MJ_WRITE	DOWN	23 59 08 00 00 00 01 ec 3d 00 0a 	#Y......=..
00014162	2016-12-19 23:19:27.9677823	+0.0258376	IRP_MJ_WRITE	DOWN	23 6f 0c 00 00 00 01 ec 3d 00 0a 	#o......=..
00014166	2016-12-19 23:19:27.9958940	+0.0263858	IRP_MJ_WRITE	DOWN	23 68 32 06 06 05 05 ec 3d 00 0a 	#h2.....=..
00014170	2016-12-19 23:19:28.0269915	+0.0279285	IRP_MJ_WRITE	DOWN	23 67 00 01 00 00 01 1b 10 00 0a 	#g.........
00014176	2016-12-19 23:19:28.0461994	+0.0000190	IRP_MJ_READ	UP	99 	.
00014178	2016-12-19 23:19:28.0462776	+0.0000482	IRP_MJ_WRITE	DOWN	23 67 00 02 00 00 02 7a 97 00 0a 	#g.....z...
00014184	2016-12-19 23:19:28.0809699	+0.0000150	IRP_MJ_READ	UP	99 	.
00014186	2016-12-19 23:19:28.0810647	+0.0000664	IRP_MJ_WRITE	DOWN	23 67 00 03 00 00 02 62 b5 00 0a 	#g.....b...
00014192	2016-12-19 23:19:28.1361285	+0.0000174	IRP_MJ_READ	UP	99 	.
00014194	2016-12-19 23:19:28.1362428	+0.0000802	IRP_MJ_WRITE	DOWN	23 67 00 04 00 00 02 77 4c 00 0a 	#g.....wL..
00014200	2016-12-19 23:19:28.1990451	+0.0000146	IRP_MJ_READ	UP	99 	.
00014202	2016-12-19 23:19:28.1991505	+0.0000742	IRP_MJ_WRITE	DOWN	23 67 00 05 00 00 01 2b 88 00 0a 	#g.....+...
00014208	2016-12-19 23:19:28.2563129	+0.0000158	IRP_MJ_READ	UP	99 	.
00014210	2016-12-19 23:19:28.2564117	+0.0000697	IRP_MJ_WRITE	DOWN	23 67 00 1c 00 00 02 71 88 00 0a 	#g.....q...
00014216	2016-12-19 23:19:28.3024612	+0.0000109	IRP_MJ_READ	UP	99 	.
00014218	2016-12-19 23:19:28.3025382	+0.0000531	IRP_MJ_WRITE	DOWN	23 67 00 1d 00 00 02 75 a6 00 0a 	#g.....u...
00014224	2016-12-19 23:19:28.5026922	+0.0000150	IRP_MJ_READ	UP	99 	.
00014226	2016-12-19 23:19:28.5027918	+0.0000697	IRP_MJ_WRITE	DOWN	23 67 00 1e 00 00 02 5b 4c 00 0a 	#g.....[L..
00014232	2016-12-19 23:19:28.5595276	+0.0000158	IRP_MJ_READ	UP	99 	.
00014234	2016-12-19 23:19:28.5596265	+0.0000689	IRP_MJ_WRITE	DOWN	23 67 00 1f 00 00 02 63 88 00 0a 	#g.....c...
00014240	2016-12-19 23:19:28.6259126	+0.0000150	IRP_MJ_READ	UP	99 	.
00014242	2016-12-19 23:19:28.6260090	+0.0000672	IRP_MJ_WRITE	DOWN	23 67 00 1f 00 01 01 02 5b 00 0a 	#g......[..
00014248	2016-12-19 23:19:28.6887648	+0.0000179	IRP_MJ_READ	UP	99 	.
00014250	2016-12-19 23:19:28.6888875	+0.0000891	IRP_MJ_WRITE	DOWN	23 67 00 1e 00 01 02 67 a6 00 0a 	#g.....g...
00014256	2016-12-19 23:19:28.7418576	+0.0000166	IRP_MJ_READ	UP	99 	.
00014258	2016-12-19 23:19:28.7419552	+0.0000684	IRP_MJ_WRITE	DOWN	23 67 00 1d 00 01 01 23 4c 00 0a 	#g.....#L..
00014264	2016-12-19 23:19:28.8035851	+0.0000162	IRP_MJ_READ	UP	99 	.
00014266	2016-12-19 23:19:28.8036835	+0.0000696	IRP_MJ_WRITE	DOWN	23 67 00 1c 00 01 01 23 4c 00 0a 	#g.....#L..
00014272	2016-12-19 23:19:28.8518426	+0.0000113	IRP_MJ_READ	UP	99 	.
00014274	2016-12-19 23:19:28.8519208	+0.0000543	IRP_MJ_WRITE	DOWN	23 67 00 1b 00 01 02 7f 88 00 0a 	#g........
00014280	2016-12-19 23:19:28.9073800	+0.0000178	IRP_MJ_READ	UP	99 	.
00014282	2016-12-19 23:19:28.9074922	+0.0000782	IRP_MJ_WRITE	DOWN	23 67 00 1a 00 01 01 33 c4 00 0a 	#g.....3...
00014288	2016-12-19 23:19:28.9537654	+0.0000170	IRP_MJ_READ	UP	99 	.
00014290	2016-12-19 23:19:28.9538659	+0.0000701	IRP_MJ_WRITE	DOWN	23 67 00 07 00 01 01 35 6a 00 0a 	#g.....5j..
00014296	2016-12-19 23:19:28.9983301	+0.0000154	IRP_MJ_READ	UP	99 	.
00014298	2016-12-19 23:19:28.9984492	+0.0000875	IRP_MJ_WRITE	DOWN	23 67 00 06 00 01 01 21 a6 00 0a 	#g.....!...
00014304	2016-12-19 23:19:29.1590885	+0.0000158	IRP_MJ_READ	UP	99 	.
00014306	2016-12-19 23:19:29.1591877	+0.0000688	IRP_MJ_WRITE	DOWN	23 67 00 05 00 01 01 0f 88 00 0a 	#g.........
00014312	2016-12-19 23:19:29.2076859	+0.0000154	IRP_MJ_READ	UP	99 	.
00014314	2016-12-19 23:19:29.2077876	+0.0000701	IRP_MJ_WRITE	DOWN	23 67 00 04 00 01 01 14 79 00 0a 	#g......y..
00014320	2016-12-19 23:19:29.2662983	+0.0000199	IRP_MJ_READ	UP	99 	.
00014322	2016-12-19 23:19:29.2664129	+0.0000810	IRP_MJ_WRITE	DOWN	23 67 00 03 00 01 01 0a 97 00 0a 	#g.........
00014328	2016-12-19 23:19:29.3085087	+0.0000125	IRP_MJ_READ	UP	99 	.
